,0,1,2,3
0,8.326073722716558,24,17,85
1,8.326073722716558,24,18,85
2,8.326073722716558,24,19,85
3,8.286260175441136,24,17,83
4,8.286260175441136,24,17,84
5,8.286260175441136,24,18,83
6,8.286260175441136,24,18,84
7,8.286260175441136,24,19,83
8,8.286260175441136,24,19,84
9,8.234785583701962,31,24,79
10,8.192473203779132,26,25,83
11,8.192473203779132,26,25,84
12,8.062325006982933,24,17,82
13,8.062325006982933,24,18,82
14,8.062325006982933,24,19,82
15,8.028262625884082,25,19,83
16,8.028262625884082,25,20,83
17,8.028262625884082,25,21,83
18,8.028262625884082,25,22,83
19,7.9811956564970785,25,19,82
20,7.9811956564970785,25,20,82
21,7.9811956564970785,25,21,82
22,7.9811956564970785,25,22,82
23,7.966035574720043,24,20,85
24,7.966035574720043,24,21,85
25,7.966035574720043,24,22,85
26,7.927759051089555,24,20,83
27,7.927759051089555,24,20,84
28,7.927759051089555,24,21,83
29,7.927759051089555,24,21,84
30,7.927759051089555,24,22,83
31,7.927759051089555,24,22,84
32,7.739429614411007,25,24,83
33,7.712469021595523,24,20,82
34,7.712469021595523,24,21,82
35,7.712469021595523,24,22,82
36,7.705730393719628,24,23,85
37,7.705730393719628,24,24,85
38,7.6938684158541495,25,24,82
39,7.690617147431088,25,23,83
40,7.689997801183676,23,18,85
41,7.689997801183676,23,19,85
42,7.687669618506483,25,19,81
43,7.687669618506483,25,20,81
44,7.687669618506483,25,21,81
45,7.687669618506483,25,22,81
46,7.6776134042813196,26,25,81
47,7.6776134042813196,26,25,82
48,7.6685651279386855,24,23,83
49,7.6685651279386855,24,23,84
50,7.6685651279386855,24,24,83
51,7.6685651279386855,24,24,84
52,7.645310422518192,25,23,82
53,7.459525476287567,24,23,82
54,7.459525476287567,24,24,82
55,7.409732889971112,25,24,81
56,7.362761883038949,25,23,81
57,7.3366793134585535,23,20,85
58,7.3366793134585535,23,21,85
59,7.3366793134585535,23,22,85
60,7.3366793134585535,23,23,85
61,7.259960477588828,23,24,85
62,7.0300195193797705,21,16,85
63,7.0300195193797705,21,17,85
64,6.777626531368986,31,24,77
65,6.777626531368986,31,24,78
66,6.640565024640278,25,19,80
67,6.640565024640278,25,20,80
68,6.640565024640278,25,21,80
69,6.640565024640278,25,22,80
70,6.406183726601089,21,18,85
71,6.406183726601089,21,19,85
72,6.406183726601089,21,20,85
73,6.396127362947133,25,24,80
74,6.354817662130067,25,23,80
75,6.156943537303452,25,19,84
76,6.156943537303452,25,20,84
77,6.156943537303452,25,21,84
78,6.156943537303452,25,22,84
79,6.105062633826971,21,21,85
80,6.004841843448699,25,24,84
81,5.972966609484586,31,24,80
82,5.972966609484586,31,24,81
83,5.972966609484586,31,24,82
84,5.9508462006753104,25,23,84
85,5.769660244492429,31,24,76
86,5.648186901648923,30,25,82
87,5.648186901648923,30,25,83
88,5.619805407852674,30,25,80
89,5.619805407852674,30,25,81
90,5.3439242757188765,22,19,85
91,5.295023204627099,22,18,85
92,5.085027920210506,22,20,85
93,5.085027920210506,22,21,85
94,5.031017926894249,23,19,81
95,4.963420790457352,24,21,80
96,4.963420790457352,24,22,80
97,4.873171430818526,20,20,85
98,4.873171430818526,20,21,85
99,4.79028860563551,24,23,80
100,4.79028860563551,24,24,80
101,4.785808413367888,23,20,81
102,4.785808413367888,23,21,81
103,4.768805239327954,24,17,81
104,4.768805239327954,24,18,81
105,4.768805239327954,24,19,81
106,4.756088740829674,23,22,81
107,4.756088740829674,23,23,81
108,4.729843955342167,15,22,85
109,4.703117958248847,23,24,81
110,4.669471803897842,23,19,80
111,4.615946394597446,15,22,84
112,4.546097375732465,24,20,81
113,4.546097375732465,24,21,81
114,4.546097375732465,24,22,81
115,4.531792868451379,23,18,82
116,4.531792868451379,23,18,83
117,4.531792868451379,23,18,84
118,4.531792868451379,23,19,82
119,4.531792868451379,23,19,83
120,4.531792868451379,23,19,84
121,4.502490800683781,26,25,80
122,4.479434687710826,20,15,85
123,4.438962055819359,23,20,80
124,4.438962055819359,23,21,80
125,4.4110240116087605,23,22,80
126,4.4110240116087605,23,23,80
127,4.399864323185738,20,16,85
128,4.385081074915362,24,23,81
129,4.385081074915362,24,24,81
130,4.368801363486756,26,25,79
131,4.361228709735557,23,24,80
132,4.35698614380769,25,24,79
133,4.306880879357017,23,20,82
134,4.306880879357017,23,20,83
135,4.306880879357017,23,20,84
136,4.306880879357017,23,21,82
137,4.306880879357017,23,21,83
138,4.306880879357017,23,21,84
139,4.306880879357017,23,22,82
140,4.306880879357017,23,22,83
141,4.306880879357017,23,22,84
142,4.306880879357017,23,23,82
143,4.306880879357017,23,23,83
144,4.306880879357017,23,23,84
145,4.2953666562175234,25,24,78
146,4.261361981938232,22,19,83
147,4.261361981938232,22,19,84
148,4.258043961460186,23,24,82
149,4.258043961460186,23,24,83
150,4.258043961460186,23,24,84
151,4.248215326423916,20,20,83
152,4.248215326423916,20,20,84
153,4.248215326423916,20,21,83
154,4.248215326423916,20,21,84
155,4.242326122894091,24,17,80
156,4.242326122894091,24,18,80
157,4.242326122894091,24,19,80
158,4.220805659835981,22,18,83
159,4.220805659835981,22,18,84
160,4.1388981638047,22,19,80
161,4.099285833404816,22,18,80
162,4.089332728886653,15,23,85
163,4.056628723974872,15,15,84
164,4.046645131147994,22,20,83
165,4.046645131147994,22,20,84
166,4.042133020416491,22,19,81
167,4.042133020416491,22,19,82
168,4.0399432719111426,24,20,80
169,4.003266587815884,22,18,81
170,4.003266587815884,22,18,82
171,4.002091537193279,23,18,80
172,4.002091537193279,23,18,81
173,3.9977878922972168,18,17,84
174,3.988167219292278,15,23,84
175,3.968624128071954,21,15,85
176,3.949020838837935,22,20,80
177,3.9327977152602296,18,17,85
178,3.899517618625262,25,15,85
179,3.899517618625262,25,16,85
180,3.899517618625262,25,17,85
181,3.899517618625262,25,18,85
182,3.899517618625262,25,19,85
183,3.899517618625262,25,20,85
184,3.899517618625262,25,21,85
185,3.899517618625262,25,22,85
186,3.899517618625262,26,22,85
187,3.899517618625262,26,23,85
188,3.899517618625262,26,24,85
189,3.899517618625262,26,25,85
190,3.899517618625262,31,24,83
191,3.899517618625262,31,24,84
192,3.899517618625262,31,24,85
193,3.896375569302085,20,15,83
194,3.896375569302085,20,15,84
195,3.8363629313927987,22,20,81
196,3.8363629313927987,22,20,82
197,3.8331359509992353,20,15,82
198,3.8302726099430493,15,15,85
199,3.8252721779659478,20,16,83
200,3.8252721779659478,20,16,84
201,3.7969044735570043,22,21,83
202,3.7969044735570043,22,21,84
203,3.7819279672418977,14,15,85
204,3.762950902479023,20,16,82
205,3.759299544140934,30,25,78
206,3.758970238352801,20,15,81
207,3.7584270082692974,25,23,85
208,3.7584270082692974,25,24,85
209,3.7584270082692974,30,25,84
210,3.7584270082692974,30,25,85
211,3.7539939410266854,31,25,79
212,3.7539939410266854,31,26,79
213,3.717393984469871,18,18,84
214,3.709612739935577,20,17,85
215,3.709612739935577,20,18,85
216,3.704111262950689,22,21,80
217,3.7040142509559164,25,16,83
218,3.6980803714992736,15,16,84
219,3.6898621974304304,20,16,81
220,3.6794908510593505,25,16,82
221,3.6757537641883355,28,25,81
222,3.6757537641883355,28,25,82
223,3.6560499905247816,18,18,85
224,3.6560499905247816,18,19,85
225,3.6507228210172498,25,17,83
226,3.6507228210172498,25,18,83
227,3.6321635792493345,25,19,79
228,3.6321635792493345,25,20,79
229,3.6321635792493345,25,21,79
230,3.6321635792493345,25,22,79
231,3.6264772449064386,25,17,82
232,3.6264772449064386,25,18,82
233,3.598507631950847,26,22,83
234,3.598507631950847,26,22,84
235,3.598507631950847,26,23,83
236,3.598507631950847,26,23,84
237,3.597028397767693,22,21,81
238,3.597028397767693,22,21,82
239,3.5869664086728728,26,21,85
240,3.578881465291075,25,19,78
241,3.578881465291075,25,20,78
242,3.578881465291075,25,21,78
243,3.578881465291075,25,22,78
244,3.575804028045056,18,19,84
245,3.5580382336457905,14,16,85
246,3.5577789437088887,26,24,83
247,3.5577789437088887,26,24,84
248,3.5561581946658163,21,16,84
249,3.5561581946658163,21,17,84
250,3.556046140369281,20,20,82
251,3.556046140369281,20,21,82
252,3.5553414919568405,20,19,85
253,3.5494844001576737,24,26,85
254,3.5300623885341467,24,26,83
255,3.5300623885341467,24,26,84
256,3.5265543755767066,25,16,81
257,3.5214943765328126,21,16,81
258,3.5214943765328126,21,17,81
259,3.497312687191983,21,16,83
260,3.497312687191983,21,17,83
261,3.495480461129913,31,27,79
262,3.488096884190495,22,19,79
263,3.4877744000009714,15,16,85
264,3.4752733754563114,25,17,81
265,3.4752733754563114,25,18,81
266,3.463966845089453,20,20,81
267,3.463966845089453,20,21,81
268,3.460419306331485,19,21,85
269,3.458926584181856,25,23,79
270,3.453501145770254,22,18,79
271,3.43837384585546,26,21,83
272,3.43837384585546,26,21,84
273,3.434599255070381,16,20,85
274,3.4222330965242835,23,17,85
275,3.4208213953961994,23,25,85
276,3.4208213953961994,24,26,82
277,3.413507882009914,21,16,82
278,3.413507882009914,21,17,82
279,3.407637153157835,25,23,78
280,3.4066970558108087,16,20,84
281,3.403190969215638,16,15,85
282,3.391880853997973,23,26,85
283,3.391484490475231,27,25,81
284,3.3754863887711855,16,15,84
285,3.369696274214749,15,17,84
286,3.342473705204092,28,26,81
287,3.342473705204092,28,26,82
288,3.341654857347083,21,16,79
289,3.341654857347083,21,16,80
290,3.341654857347083,21,17,79
291,3.341654857347083,21,17,80
292,3.34095053443306,26,22,80
293,3.34095053443306,26,22,81
294,3.34095053443306,26,22,82
295,3.34095053443306,26,23,80
296,3.34095053443306,26,23,81
297,3.34095053443306,26,23,82
298,3.339346138239669,15,17,85
299,3.3392960154342144,31,28,79
300,3.3341438256361107,21,22,85
301,3.3341438256361107,21,23,85
302,3.325615497065265,25,25,83
303,3.323834511905049,24,25,85
304,3.3222660380834332,22,20,79
305,3.305375812685086,24,25,83
306,3.305375812685086,24,25,84
307,3.303064800367915,25,25,82
308,3.302503012945382,26,24,80
309,3.302503012945382,26,24,81
310,3.302503012945382,26,24,82
311,3.2875911473602644,16,15,83
312,3.278547409434206,14,17,85
313,3.2767857606483113,21,15,81
314,3.260694938983077,14,15,84
315,3.2563953538304093,24,27,85
316,3.2539128128950097,21,15,83
317,3.2539128128950097,21,15,84
318,3.2382245562706786,24,27,83
319,3.2382245562706786,24,27,84
320,3.2354820738994476,26,22,79
321,3.2354820738994476,26,23,79
322,3.2084693175398242,20,17,83
323,3.2084693175398242,20,17,84
324,3.2084693175398242,20,18,83
325,3.2084693175398242,20,18,84
326,3.2056670887710705,33,29,78
327,3.2021995831662053,21,18,84
328,3.2021995831662053,21,19,84
329,3.2021995831662053,21,20,84
330,3.201553063841664,24,25,82
331,3.1979686798270603,26,24,79
332,3.1970085918183293,23,27,85
333,3.1908893186214438,16,16,85
334,3.189785656614501,26,21,80
335,3.189785656614501,26,21,81
336,3.189785656614501,26,21,82
337,3.18209405356339,16,20,83
338,3.174643622749203,21,15,82
339,3.170484229024434,32,25,78
340,3.170484229024434,32,26,78
341,3.1702287261665516,21,18,81
342,3.1702287261665516,21,19,81
343,3.1674109563235078,26,26,83
344,3.1674109563235078,26,26,84
345,3.164520525836099,16,16,84
346,3.1624307901117117,25,25,81
347,3.1555063489337063,16,25,84
348,3.1541144198173017,20,17,82
349,3.1541144198173017,20,18,82
350,3.147925662812153,21,18,83
351,3.147925662812153,21,19,83
352,3.147925662812153,21,20,83
353,3.1433671149150806,21,20,81
354,3.1360211383132364,24,27,82
355,3.1083723454257517,22,21,79
356,3.1066793686449765,21,15,79
357,3.1066793686449765,21,15,80
358,3.097710256918369,17,21,84
359,3.0903684669858102,20,17,81
360,3.0903684669858102,20,18,81
361,3.0879899232460133,26,21,79
362,3.0808631893812386,16,16,83
363,3.074674537262803,30,25,76
364,3.074674537262803,30,25,77
365,3.0735380000038464,16,19,85
366,3.070631481539933,21,18,82
367,3.070631481539933,21,19,82
368,3.070631481539933,21,20,82
369,3.070613861147039,20,19,83
370,3.070613861147039,20,19,84
371,3.064937228926556,21,25,85
372,3.064937228926556,21,26,85
373,3.061209321182479,14,16,84
374,3.0598407412907958,21,24,85
375,3.053801842007274,16,25,85
376,3.0479075737962034,16,19,84
377,3.042133545758685,28,27,81
378,3.042133545758685,28,27,82
379,3.037475403377096,22,17,85
380,3.031346283106545,21,21,84
381,3.0204979234948186,25,26,83
382,3.0204979234948186,25,27,83
383,3.020190679529876,21,27,85
384,3.0180394490755567,20,19,82
385,3.010633526409675,24,28,85
386,3.0043605714032124,21,18,79
387,3.0043605714032124,21,18,80
388,3.0043605714032124,21,19,79
389,3.0043605714032124,21,19,80
390,3.003860086470401,31,25,77
391,3.003860086470401,31,25,78
392,3.003860086470401,31,26,77
393,3.003860086470401,31,26,78
394,3.0036582409784485,32,25,77
395,3.0036582409784485,32,26,77
396,2.9995378938050403,25,26,82
397,2.9995378938050403,25,27,82
398,2.993511900283221,24,28,83
399,2.993511900283221,24,28,84
400,2.99341332458333,18,15,84
401,2.9811532427441954,24,29,85
402,2.9809793146933057,25,16,80
403,2.979279035285804,21,21,83
404,2.9785673633940615,21,20,79
405,2.9785673633940615,21,20,80
406,2.9765573786571253,31,24,74
407,2.9765573786571253,31,24,75
408,2.975180951888854,16,27,84
409,2.9749058291213837,21,21,81
410,2.9708486317044227,15,25,85
411,2.9650023582350697,23,28,85
412,2.9650023582350697,23,29,85
413,2.9650023582350697,23,30,85
414,2.964157469651108,24,29,83
415,2.964157469651108,24,29,84
416,2.9636732986770515,28,28,81
417,2.9636732986770515,28,28,82
418,2.9563816016234146,20,19,81
419,2.956018058469716,19,15,85
420,2.956018058469716,19,16,85
421,2.948087121670241,19,21,84
422,2.945151384349953,24,21,78
423,2.945151384349953,24,21,79
424,2.945151384349953,24,22,78
425,2.945151384349953,24,22,79
426,2.9393209331686667,15,28,85
427,2.9358790941331434,25,17,80
428,2.9358790941331434,25,18,80
429,2.9339990853467586,26,26,81
430,2.9339990853467586,26,26,82
431,2.9309804288768833,26,29,83
432,2.9309804288768833,26,29,84
433,2.9294182073482986,26,32,83
434,2.9294182073482986,26,32,84
435,2.9275869718130667,32,25,76
436,2.9275869718130667,32,26,76
437,2.920796073494585,18,16,84
438,2.9176334160579143,25,29,83
439,2.9112069821458384,16,27,85
440,2.9051274857911586,21,21,82
441,2.9045495979784146,25,29,80
442,2.8972096490825887,24,28,82
443,2.8972096490825887,25,29,82
444,2.896831043021617,18,15,85
445,2.891916294844538,15,25,84
446,2.8913145727305363,33,30,78
447,2.8863338483748255,16,25,83
448,2.871176518900477,28,32,81
449,2.871176518900477,28,32,82
450,2.871176518900477,28,33,81
451,2.871176518900477,28,33,82
452,2.86882383783048,25,26,81
453,2.86882383783048,25,27,81
454,2.868563091075668,24,29,82
455,2.862593573894417,27,35,81
456,2.85926374843067,15,28,84
457,2.8385326275286387,25,30,80
458,2.83061432539909,24,23,78
459,2.83061432539909,24,23,79
460,2.83061432539909,24,24,78
461,2.83061432539909,24,24,79
462,2.825970068887154,18,16,85
463,2.822080453168904,19,17,85
464,2.8209882629291827,25,30,83
465,2.819191340643167,22,28,83
466,2.819191340643167,22,28,84
467,2.8168065164631857,21,21,79
468,2.8168065164631857,21,21,80
469,2.8151009805289204,25,16,79
470,2.8121831651282405,14,17,84
471,2.8077009450099943,25,34,82
472,2.805270423796167,16,19,83
473,2.8010683353582038,25,30,82
474,2.7926700698742586,27,26,81
475,2.789408081416745,26,31,83
476,2.789408081416745,26,31,84
477,2.78780659626704,16,17,85
478,2.7867254623489432,26,30,83
479,2.7867254623489432,26,30,84
480,2.7861375111341515,31,27,77
481,2.7861375111341515,31,27,78
482,2.7788077858924027,26,27,83
483,2.7788077858924027,26,27,84
484,2.778176359761771,16,26,84
485,2.7777712633465304,16,24,84
486,2.776339113730642,18,24,84
487,2.7743520077499175,17,27,84
488,2.7723952407289962,31,29,79
489,2.771879983362196,25,17,79
490,2.771879983362196,25,18,79
491,2.7712172441864857,25,16,78
492,2.769839914443037,25,29,81
493,2.767843351356797,16,25,82
494,2.7639739727701307,16,17,84
495,2.75118398267236,15,21,85
496,2.7484773499084265,16,18,85
497,2.746658740181365,22,27,83
498,2.746658740181365,22,27,84
499,2.729858863230061,25,34,80
500,2.7296899451394445,27,27,81
501,2.7296899451394445,27,28,81
502,2.728493402626861,25,17,78
503,2.728493402626861,25,18,78
504,2.72489218337561,16,18,84
505,2.7177231328318836,17,20,84
506,2.717689010559366,16,27,83
507,2.717372853443818,16,26,85
508,2.7108107584763927,26,29,81
509,2.7108107584763927,26,29,82
510,2.7093360351700118,26,32,81
511,2.7093360351700118,26,32,82
512,2.698891516230467,22,28,80
513,2.692343172506114,33,25,81
514,2.692343172506114,33,26,81
515,2.6901653701221204,24,30,85
516,2.688313162991338,24,35,80
517,2.687990897539946,32,25,81
518,2.687990897539946,32,25,82
519,2.687990897539946,32,25,83
520,2.687990897539946,32,26,81
521,2.687990897539946,32,26,82
522,2.687990897539946,32,26,83
523,2.6853116852934034,16,24,85
524,2.68289040851972,16,15,82
